"oid","selectionName","subjectArea","maxSelections","minSelections","allowAlternates","sequenceNumber","instructions","gradeLevel","academicTrackOid"
"ATS000002xkTat","Science - All Year","Science - Semester 1 & 2","2","0","true","43","<p>As a senior, it is recommended that you take at least one math class or one science class.</p><p>Chemistry, Physics, and Ecology are year-long courses, so you should select both semester below; all other courses are semester-long. Courses ending in an odd number are first semester; even numbers are second semester.</p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p><p> </p>","12","ATR000002olk9P"
"ATS000002xkTWt","English - Semester 1","English - Semester 1","2","1","true","10","<p>Please select <strong>ONE</strong> English course per semester. To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing courses that may be taken for English credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. If English is your second language, please select EL Placement Needed.</p><p> </p>","12","ATR000002olk9P"
"ATS000002xkTXd","English - Semester 2","English - Semester 2","2","0","true","18","<p>Please select <strong>ONE</strong> English course per semester.  To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing offerings that may be taken for English credit, click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement needed.</p>","12","ATR000002olk9P"
"ATS000002xkTZJ","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","12","ATR000002olk9P"
"ATS000002uGN5d","Music Composition Required Courses - year","Arts Required - Sem 1 & 2","8","6","false","60","<p>As a student in Composition you must select both semesters of an ensemble, a private lesson in composition, a private lesson in your secondary instrument, and Music Theory. New students should select Theory C and D but will be given a placement exam upon arrival.</p><p>Orchestra is for string students.</p><p>Orchestra/Band is for all other classical instruments.</p><p>Choir is open to all students.</p><p>Chamber Music, House Band, and Jazz Ensemble are placed by audition.</p><p> </p>","11","ATR000002olk9P"
"ATS000002uGNEw","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","11","ATR000002olk9P"
"ATS000002uGWNz","History - Semester 1","History - Semester 1","1","0","true","32","<p>Students are required to take one full credit of history during their junior or senior year in order to graduate. If you would like to read more about the course descriptions and the graduation requirement, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>. If you have questions, please leave a message in the <strong>Notes to Counselor</strong> section.</p>","11","ATR000002olk9P"
"ATS000002uGWOh","History - Semester 2","History - Semester 2","2","0","true","37","<p>Students are required to take one full credit of history during their junior or senior year in order to graduate. If you would like to read more about the course descriptions and the graduation requirement, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>. If you have questions, please leave a message in the <strong>Notes to Counselor</strong> section.</p>","11","ATR000002olk9P"
"ATS000002uGWUx","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","52","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p>","11","ATR000002olk9P"
"ATS000002xkTaP","Science - All Year","Science - Semester 1 & 2","2","0","true","42","<p>Most students should aim to take three years of science by the time they graduate. Chemistry, Physics, and Ecology are year-long courses, so you should select both semester below; all other courses are semester-long. Courses ending in an odd number are first semester; even numbers are second semester.</p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p>","11","ATR000002olk9P"
"ATS000002xkTcp","Music Electives","Music Elect. - all year","4","0","false","91","<p>Courses ending in an odd number are first semester; even numbers are second semester. Select both semesters if you would like to take a class all year.</p><p>*30-minute private lessons are available at an additional fee and are dependent upon available space and an audition. If you are interested in one of the lessons listed below, please select that lesson. If your instrument is not listed, please leave a message in the <strong>Notes for Counselor </strong>section.</p>","11","ATR000002olk9P"
"ATS000002xkTWn","English - Semester 1","English - Semester 1","1","1","false","10","<p>Most juniors should select English III below. If English is your second language, please select EL Placement Needed. To read more about Creative Writing courses that may be taken for English III credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. </p><p> </p>","11","ATR000002olk9P"
"ATS000002xkTXX","English - Semester 2","English - Semester 2","1","1","true","18","<p>Most juniors should select English III below. If English is your second language, please select EL Placement Needed. To read more about Creative Writing courses that may be taken for English III credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. </p>","11","ATR000002olk9P"
"ATS000002xkTYl","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","11","ATR000002olk9P"
"ATS000002uGNBj","Music Composition Required Courses - year","Arts Required - Sem 1 & 2","8","6","false","60","<p>As a student in Composition you must select both semesters of an ensemble, a private lesson in composition, a private lesson in your secondary instrument, and Music Theory. New students should select Theory C and D but will be given a placement exam upon arrival.</p><p>Orchestra is for string students.</p><p>Orchestra/Band is for all other classical instruments.</p><p>Choir is open to all students.</p><p>Chamber Music, House Band, and Jazz Ensemble are placed by audition.</p><p>Conducting is an elective open to seniors and postgraduates.</p><p> </p>","13","ATR000002olk9P"
"ATS000002uGNFy","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","13","ATR000002olk9P"
"ATS000002uGWON","History - Semester 1","History - Semester 1","1","0","true","34","<p>Taking History as a Post-Graduate is optional. To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","13","ATR000002olk9P"
"ATS000002uGWP5","History - Semester 2","History - Semester 2","1","0","true","37","<p>Taking History as a Post-Graduate is optional. To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","13","ATR000002olk9P"
"ATS000002uGWWJ","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","54","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p><p> </p>","13","ATR000002olk9P"
"ATS000002xkTbN","Science - All Year","Science - Semester 1 & 2","2","0","true","44","<p>Science is optional for Post-Graduates. Chemistry, Physics, and Ecology are year-long courses, so you should select both semester below; all other courses are semester-long. Courses ending in an odd number are first semester; even numbers are second semester.</p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p>","13","ATR000002olk9P"
"ATS000002xkTcD","Music Electives","Music Elect. - all year","4","0","false","91","<p>Courses ending in an odd number are first semester; even numbers are second semester. Select both semesters if you would like to take a class all year.</p><p>*30-minute private lessons are available at an additional fee and are dependent upon available space and an audition. If you are interested in one of the lessons listed below, please select that lesson. If your instrument is not listed, please leave a message in the <strong>Notes for Counselor </strong>section.</p>","13","ATR000002olk9P"
"ATS000002xkTXD","English - Semester 1","English - Semester 1","2","1","true","10","<p>Please select <strong>ONE</strong> English course per semester. To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing courses that may be taken for English credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. If English is your second language, please select EL Placement Needed.</p><p> </p>","13","ATR000002olk9P"
"ATS000002xkTXv","English - Semester 2","English - Semester 2","2","0","true","18","<p>Please select <strong>ONE</strong> English course per semester.  To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing offerings that may be taken for English credit, click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement needed.</p>","13","ATR000002olk9P"
"ATS000002xkTZr","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math is optional for Post-Graduates.</p><p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","13","ATR000002olk9P"
"ATS000002olmUR","Visual Arts Required Courses","Arts Required - Sem 1 & 2","8","3","false","60","<p>As a sophomore you are required to take Visual Arts Forum and Visual Awareness. There may be some exceptions to this, but those should be discussed with the Director of Visual Arts for approval. In September, you will be scheduled for your Visual Arts workshops which change each quarter.</p><p>Aesthetics of Health, Art History, and The Art of Ecology are both electives outside of the arts block.</p>","10","ATR000002olkes"
"ATS000002uo5aL","History - Semester 2","History - Semester 2","1","0","false","36","<p>If you did not take a World History class as a freshman or over the summer, you must select World History.</p><p>If you took World History last year, please sign up for Biology. If you took both World History and Biology as a freshman, please indicate so in the <strong>Notes to Counselor</strong> section. Your counselor will help you determine an alternative course plan.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","10","ATR000002olkes"
"ATS000002uo5b3","Interlochen 101","Interlochen 101","1","0","false","0","<p>This course is required for new sophomores.</p>","10","ATR000002olkes"
"ATS000002uo5dl","Science - All Year","Science - Semester 1 & 2","2","0","true","41","<p>Most sophomores will take World History instead of a science. However, if you have not taken Biology and have space in your schedule, you should take Biology. If you are currently enrolled in Algebra II or higher, you are eligible for Chemistry or Physics.  </p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p><p>If you are selecting a science course, be sure to select both semesters of the course listed below. Odd numbered courses are semester 1; even are semester 2.</p>","10","ATR000002olkes"
"ATS000002uo5fz","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","51","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p>","10","ATR000002olkes"
"ATS000002uo5in","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","10","ATR000002olkes"
"ATS000002uo5Wf","English - Semester 1","English - Semester 1","1","1","false","8","<p>As a sophomore you must enroll in English II. To read more about the English II curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement Needed.</p>","10","ATR000002olkes"
"ATS000002uo5YD","English - Semester 2","English - Semester 2","1","1","false","16","<p>As a sophomore you must enroll in English II. To read more about the English II curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second langauge, please select EL Placement Needed.</p>","10","ATR000002olkes"
"ATS000002uo5Zd","History - Semester 1","History - Semester 1","1","0","false","31","<p>If you did not take a World History class as a freshman or over the summer, you must select World History.</p><p>If you took World History last year, please sign up for Biology. If you took both World History and Biology as a freshman, please indicate so in the <strong>Notes to Counselor</strong> section. Your counselor will help you determine an alternative course plan.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","10","ATR000002olkes"
"ATS000002xkWUQ","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p><p> </p>","10","ATR000002olkes"
"ATS000002uo5aH","History - Semester 2","History - Semester 2","1","0","false","35","<p>Most freshman will <strong>NOT </strong>select this course. A typical freshman schedule includes English, Math, Biology, and World Language.  If you have already taken high-school level Biology or you are bilingual and will not study Spanish or French, you may select this course and provide an explanation in the <strong>Notes to Counselor</strong> section.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","09","ATR000002olkes"
"ATS000002uo5az","Interlochen 101","Interlochen 101","1","1","false","0","","09","ATR000002olkes"
"ATS000002uo5b7","Math - All Year","Math - Semester 1 & 2","2","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even).</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","09","ATR000002olkes"
"ATS000002uo5dX","Science - All Year","Science - Semester 1 & 2","2","2","false","40","<p>Biology is our 9th grade science offering. Most freshmen should choose this course.</p><p>If you have completed high school level biology and are currently enrolled in Algebra II or higher, you are eligible for Chemistry or Physics.  </p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p><p>If you are selecting a science course, be sure to select both semesters of the course listed below. Odd numbered courses are semester 1; even are semester 2.</p>","09","ATR000002olkes"
"ATS000002uo5fJ","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","50","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p>","09","ATR000002olkes"
"ATS000002uo5Ua","Visual Arts Required Courses","Arts Required - Sem 1 & 2","8","3","false","60","<p>As a freshman you are required to take Visual Arts Forum and Visual Awareness. There may be some exceptions to this, but those should be discussed with the Director of Visual Arts for approval. In September, you will be scheduled for your Visual Arts workshops which change each quarter.</p><p> </p>","09","ATR000002olkes"
"ATS000002uo5WZ","English - Semester 1","English - Semester 1","1","1","false","5","<p>As a freshman you must enroll in English I. To read more about the English I curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement Needed.</p><p> </p>","09","ATR000002olkes"
"ATS000002uo5Y7","English - Semester 2","English - Semester 2","1","1","false","15","<p>As a freshman you must enroll in English I. To read more about the English I curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement needed.</p>","09","ATR000002olkes"
"ATS000002uo5ZZ","History - Semester 1","History - Semester 1","1","0","false","30","<p>Most freshman will <strong>NOT </strong>select this course. A typical freshman schedule includes English, Math, Biology, and World Language.  If you have already taken high-school level Biology or you are bilingual and will not study Spanish or French, you may select this course and provide an explanation in the <strong>Notes to Counselor</strong> section.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","09","ATR000002olkes"
"ATS000002olmWo","Visual Arts Required Courses","Arts Required - Sem 1 & 2","8","3","false","60","<p>As a senior you are required to take Visual Arts Forum and Senior Thesis. There may be some exceptions to this, but those should be discussed with the Director of Visual Arts for approval. In September, you will be scheduled for your Visual Arts workshops which change each quarter.</p><p>Aesthetics of Health, Art HIstory, and The Art of Ecology are both electives outside of the arts block.</p>","12","ATR000002olkes"
"ATS000002uo5ab","History - Semester 2","History - Semester 2","1","0","true","38","<p>As a senior you should make sure that you have taken one full credit of US History and one full credit of World History.  If you have not, you must select a course below.  If you would like to read more about the course descriptions, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p><p>Not all seniors will take a history elective. If have questions about meeting the graduation requirement, please leave a message in the <strong>Notes for Counselor </strong>section.</p>","12","ATR000002olkes"
"ATS000002uo5hL","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","53","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p><p> </p>","12","ATR000002olkes"
"ATS000002uo5jh","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","12","ATR000002olkes"
"ATS000002uo5Zt","History - Semester 1","History - Semester 1","1","0","true","33","<p>As a senior you should make sure that you have taken one full credit of US History and one full credit of World History.  If you have not, you must select a course below.  If you would like to read more about the course descriptions, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p><p>Not all seniors will take a history elective. If you have questions about meeting the graduation requirement, please leave a message in the <strong>Notes for Counselor </strong>section.</p><p> </p>","12","ATR000002olkes"
"ATS000002xkWT6","English - Semester 1","English - Semester 1","2","1","true","10","<p>Please select <strong>ONE</strong> English course per semester. To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing courses that may be taken for English credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. If English is your second language, please select EL Placement Needed.</p><p> </p>","12","ATR000002olkes"
"ATS000002xkWTq","English - Semester 2","English - Semester 2","2","0","true","18","<p>Please select <strong>ONE</strong> English course per semester.  To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing offerings that may be taken for English credit, click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement needed.</p>","12","ATR000002olkes"
"ATS000002xkWVW","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","12","ATR000002olkes"
"ATS000002xkWX6","Science - All Year","Science - Semester 1 & 2","2","0","true","43","<p>As a senior, it is recommended that you take at least one math class or one science class.</p><p>Chemistry, Physics, and Ecology are year-long courses, so you should select both semester below; all other courses are semester-long. Courses ending in an odd number are first semester; even numbers are second semester.</p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p><p> </p>","12","ATR000002olkes"
"ATS000002uo5aP","History - Semester 2","History - Semester 2","2","0","true","37","<p>Students are required to take one full credit of history during their junior or senior year in order to graduate. If you would like to read more about the course descriptions and the graduation requirement, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>. If you have questions, please leave a message in the <strong>Notes to Counselor</strong> section.</p>","11","ATR000002olkes"
"ATS000002uo5gf","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","52","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p>","11","ATR000002olkes"
"ATS000002uo5jF","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","11","ATR000002olkes"
"ATS000002uo5Vl","Visual Arts Required Courses","Arts Required - Sem 1 & 2","8","3","false","60","<p>As a junior you are required to take Visual Arts Forum and Portfolio Development. There may be some exceptions to this, but those should be discussed with the Director of Visual Arts for approval. In September, you will be scheduled for your Visual Arts workshops which change each quarter.</p><p>Aesthetics of Health, Art HIstory, and The Art of Ecology are both electives outside of the arts block.</p>","11","ATR000002olkes"
"ATS000002uo5Zh","History - Semester 1","History - Semester 1","1","0","true","32","<p>Students are required to take one full credit of history during their junior or senior year in order to graduate. If you would like to read more about the course descriptions and the graduation requirement, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>. If you have questions, please leave a message in the <strong>Notes to Counselor</strong> section.</p>","11","ATR000002olkes"
"ATS000002xkWT0","English - Semester 1","English - Semester 1","1","1","false","10","<p>Most juniors should select English III below. If English is your second language, please select EL Placement Needed. To read more about Creative Writing courses that may be taken for English III credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. </p><p> </p>","11","ATR000002olkes"
"ATS000002xkWTk","English - Semester 2","English - Semester 2","1","1","true","18","<p>Most juniors should select English III below. If English is your second language, please select EL Placement Needed. To read more about Creative Writing courses that may be taken for English III credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. </p>","11","ATR000002olkes"
"ATS000002xkWUy","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","11","ATR000002olkes"
